step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_1828212480_99165374_stopped,GS_cluster_1828212480_99165374_accumulated_waiting_time,GS_cluster_1828212480_99165374_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
335.0,4,26.0,2.6,7.704796225763988,4,26.0,0.1871368634644733,4,26.0
340.0,5,50.0,5.0,6.376021813419723,5,50.0,0.054521811455663295,5,50.0
345.0,5,59.0,5.363636363636363,6.181861423955365,5,59.0,0.03154763925216581,5,59.0
350.0,7,90.0,6.923076923076923,6.868855822585433,7,90.0,0.1918998090105662,7,90.0
355.0,7,105.0,8.75,3.564143286336894,7,108.0,0.18099188655040802,7,108.0
360.0,10,150.0,10.714285714285714,2.991714561187704,10,153.0,0.11945018645856523,10,153.0
365.0,8,149.0,9.3125,3.4945444092368305,8,151.0,0.019484960477170993,8,151.0
370.0,10,197.0,11.588235294117647,5.156771881740739,9,193.0,0.15268224939000263,9,193.0
375.0,9,233.0,12.263157894736842,5.448907440660188,9,233.0,0.16182760079452913,9,233.0
380.0,11,283.0,14.15,6.709326790049455,11,283.0,0.13355610506511081,11,283.0
385.0,12,339.0,16.142857142857142,6.672044505478458,12,339.0,0.17098588672459283,12,339.0
390.0,13,401.0,18.227272727272727,4.108979543670693,13,401.0,0.09070790691523124,13,401.0
395.0,9,147.0,6.125,5.371097602303766,8,325.0,0.14783046446239703,8,325.0
400.0,8,75.0,3.260869565217391,6.724660862280495,8,257.0,0.24027815560997995,8,257.0
405.0,9,107.0,5.095238095238095,4.91439884079357,9,257.0,0.19981950835852966,9,257.0
410.0,11,158.0,7.181818181818182,4.1691731542740404,11,270.0,0.0636758227594476,11,270.0
415.0,17,236.0,9.833333333333334,4.301047444752753,17,348.0,0.07009856388397355,17,348.0
420.0,18,324.0,14.727272727272727,2.0661266334751747,18,436.0,0.040211461891428074,18,436.0
425.0,17,390.0,16.25,2.8944284788763865,17,511.0,0.08176335063390672,17,511.0
430.0,19,478.0,20.782608695652176,2.3195334289094958,19,590.0,3.328399784606638e-05,19,590.0
435.0,18,544.0,22.666666666666668,2.8625214131486225,17,657.0,0.1233097397948678,17,657.0
440.0,19,633.0,26.375,1.9571820353815674,19,747.0,0.04508145050618298,19,747.0
445.0,13,476.0,17.62962962962963,4.472984989233144,13,662.0,0.10798788377638764,13,662.0
450.0,12,510.0,18.88888888888889,5.636677229584394,12,562.0,0.12757233294774586,12,562.0
455.0,16,583.0,21.59259259259259,5.988144225801265,16,635.0,0.1316329237382266,16,635.0
460.0,17,665.0,25.576923076923077,4.998479366411518,16,715.0,0.11206504274580566,16,715.0
465.0,17,747.0,31.125,2.803784414761148,17,799.0,0.010988292837255222,17,799.0
470.0,18,836.0,34.833333333333336,2.7459418514827294,18,888.0,0.0008993728745320251,18,888.0
475.0,8,155.0,6.2,4.536480338520086,8,636.0,0.11207016638267649,8,636.0
480.0,4,95.0,3.8,9.635376181333138,4,227.0,0.371993573253356,4,227.0
485.0,8,124.0,5.636363636363637,8.015467746166156,8,256.0,0.18481394783746363,8,256.0
490.0,11,170.0,8.095238095238095,6.0261964907089896,11,302.0,0.0612323894666696,11,302.0
495.0,11,225.0,11.25,4.901915469438077,11,357.0,0.09659168697761848,11,357.0
500.0,8,178.0,9.368421052631579,5.734763921390985,8,318.0,0.16233763134313334,8,318.0
505.0,11,229.0,12.722222222222221,4.715586275120427,11,341.0,0.15102297287441407,11,341.0
510.0,11,284.0,14.947368421052632,5.678573063256502,11,396.0,0.16767781328869713,11,396.0
515.0,8,184.0,10.222222222222221,4.559259516694437,8,356.0,0.06698572371883392,8,356.0
520.0,10,209.0,11.61111111111111,4.641768632597457,10,400.0,0.07089880619243628,10,400.0
525.0,12,266.0,14.777777777777779,4.744523017181073,12,457.0,0.051040014567488634,12,457.0
530.0,14,329.0,19.352941176470587,1.5257504582919028,13,519.0,0.00013195817511249647,13,519.0
535.0,10,345.0,18.157894736842106,4.494129337568825,10,496.0,0.12515349461899208,10,496.0
540.0,9,377.0,17.952380952380953,6.074344613401432,9,501.0,0.18570908169859202,9,501.0
545.0,13,431.0,19.59090909090909,5.103877149145271,12,553.0,0.17375243135320934,12,553.0
550.0,12,417.0,18.130434782608695,5.113465276000224,11,537.0,0.14722984755158464,11,537.0
555.0,14,474.0,19.75,5.816355619690071,14,598.0,0.11682919751663984,14,598.0
560.0,16,547.0,24.863636363636363,3.395267822623994,16,671.0,0.0420965579461814,16,671.0
565.0,18,630.0,30.0,1.8191400517326233,18,754.0,0.05996310409079891,18,754.0
570.0,19,723.0,34.42857142857143,0.6502290070203424,19,847.0,0.0006827771847895245,19,847.0
575.0,17,725.0,31.52173913043478,1.9690079695520897,17,877.0,0.013702248479885454,17,877.0
580.0,12,677.0,29.434782608695652,2.5263604834704263,12,930.0,0.09980742394931277,12,930.0
585.0,14,732.0,28.153846153846153,3.8756764639061094,14,949.0,0.1154181263696423,14,949.0
590.0,14,793.0,28.321428571428573,4.077005939726336,14,980.0,0.044608462017093974,14,980.0
595.0,17,870.0,32.22222222222222,3.6146885771223713,17,1057.0,0.09825908344819187,17,1057.0
600.0,19,959.0,33.06896551724138,3.2764285065813166,19,1146.0,0.09754793535193193,19,1146.0
605.0,23,1071.0,34.54838709677419,3.246609702302166,23,1258.0,0.07972765823201342,23,1258.0
610.0,22,1172.0,37.806451612903224,2.905326673325267,22,1365.0,0.13779128377967417,22,1365.0
615.0,23,1286.0,37.8235294117647,3.7356058602426616,23,1473.0,0.06040977590471216,23,1473.0
620.0,12,312.0,9.176470588235293,3.826342356990171,11,908.0,0.10701926491054192,11,908.0
625.0,10,212.0,5.72972972972973,7.784352161860161,8,452.0,0.19571892312125794,8,452.0
630.0,9,142.0,4.303030303030303,7.13023094634963,9,437.0,0.09038331824394476,9,437.0
635.0,7,52.0,1.7333333333333334,6.905394337654385,7,420.0,0.15437220196713883,7,420.0
640.0,8,68.0,2.8333333333333335,5.828912299872371,8,449.0,0.21025155278875526,8,449.0
645.0,12,118.0,4.72,5.981005209759553,12,496.0,0.1755828482373812,12,496.0
650.0,13,156.0,6.5,3.5631558792887557,13,496.0,0.06913652609677344,13,496.0
655.0,10,185.0,6.851851851851852,5.9801606230280395,10,494.0,0.17085959542366186,10,494.0
660.0,14,226.0,9.416666666666666,4.043319018949603,14,538.0,0.12478177268849995,14,538.0
665.0,9,65.0,2.6,4.7003907044167,9,398.0,0.12067051077210393,9,398.0
670.0,9,99.0,3.8076923076923075,7.047141434673614,9,268.0,0.2024459551243331,9,268.0
675.0,9,144.0,6.545454545454546,5.433271876773208,9,304.0,0.1739967453037598,9,304.0
680.0,8,81.0,3.857142857142857,5.229920409446737,8,271.0,0.014226352841212918,8,271.0
685.0,3,23.0,1.2105263157894737,8.349106947071718,3,188.0,0.16754227312592804,3,188.0
690.0,1,13.0,0.8125,8.72525812548248,1,132.0,0.2727716970531636,1,132.0
695.0,2,22.0,1.5714285714285714,8.67175102488999,2,74.0,0.3622295335554882,2,74.0
700.0,4,37.0,2.642857142857143,7.634270958424458,4,89.0,0.05134452434047466,4,89.0
705.0,6,64.0,4.266666666666667,7.707816212994705,6,116.0,0.03276566830285369,6,116.0
710.0,5,67.0,5.583333333333333,4.206347902801316,5,118.0,0.09174615587586123,5,118.0
715.0,4,71.0,5.461538461538462,7.901055464946221,4,91.0,0.3062710871115961,4,91.0
720.0,3,23.0,1.6428571428571428,9.192501801857075,3,29.0,0.3337669554056291,3,29.0
725.0,6,46.0,3.066666666666667,7.170293826365408,6,52.0,0.08282068866574714,6,52.0
730.0,8,84.0,5.6,4.021471220869632,8,90.0,0.15987698412527107,8,90.0
735.0,10,129.0,7.588235294117647,5.894369984270659,10,135.0,0.13623898889008412,10,135.0
740.0,10,179.0,11.933333333333334,2.828230274349797,10,185.0,0.05642745947910825,10,185.0
745.0,11,233.0,13.705882352941176,3.1812866650438663,11,239.0,0.07962413370833347,11,239.0
750.0,13,297.0,17.470588235294116,2.809946145503698,13,303.0,0.06963901701956753,13,303.0
755.0,14,364.0,21.41176470588235,1.5418637852630448,14,370.0,0.037884980637380807,14,370.0
760.0,11,323.0,17.944444444444443,3.559727097832171,11,391.0,0.08871381191323786,11,391.0
765.0,9,288.0,15.157894736842104,4.994377926847677,9,437.0,0.18796782554330232,9,437.0
770.0,12,340.0,17.894736842105264,3.6030795764895487,12,489.0,0.09902838775887245,12,489.0
775.0,15,412.0,20.6,2.328992626948099,15,561.0,0.006068095073633759,15,561.0
780.0,17,495.0,23.571428571428573,1.8319164880297854,17,644.0,0.02406126873955978,17,644.0
785.0,9,179.0,8.136363636363637,3.5120674457666583,9,513.0,0.10374900903250042,9,513.0
790.0,4,54.0,2.16,7.246241395213527,3,284.0,0.18730593377454607,3,284.0
795.0,5,75.0,3.0,7.172244662972564,4,256.0,0.18559184988198257,4,256.0
800.0,11,117.0,4.178571428571429,6.107320530833306,10,293.0,0.0892725997477368,10,293.0
805.0,12,82.0,3.1538461538461537,5.830007054371817,11,299.0,0.14071915076947525,11,299.0
810.0,12,134.0,5.36,6.2844832595901945,10,318.0,0.15235798940941495,10,318.0
815.0,12,169.0,7.3478260869565215,5.6296467345494605,11,370.0,0.17110433520019966,11,370.0
820.0,12,222.0,10.090909090909092,4.583308132632982,12,435.0,0.17209139621670078,12,435.0
825.0,15,290.0,13.80952380952381,3.8244081730633335,15,497.0,0.08413323466537466,15,497.0
830.0,15,365.0,17.38095238095238,3.5304725361709353,15,572.0,0.11372426920900087,15,572.0
835.0,10,221.0,10.045454545454545,4.040015748907515,9,472.0,0.1320189962123439,9,472.0
840.0,5,75.0,3.409090909090909,4.136736462405271,5,400.0,0.09557046183250764,5,400.0
845.0,6,19.0,0.76,5.221809704392956,6,389.0,0.07762119516203321,6,389.0
850.0,12,67.0,2.7916666666666665,5.346924663824008,11,387.0,0.002022786448392634,11,387.0
855.0,13,130.0,5.909090909090909,5.070057861431348,13,452.0,0.07012342715787935,13,452.0
860.0,13,195.0,9.285714285714286,4.913348119933498,13,517.0,0.11633648367736452,13,517.0
865.0,14,264.0,13.2,3.424271549726214,14,586.0,0.14119223122825456,14,586.0
870.0,14,334.0,16.7,4.116502390090419,14,656.0,0.15115961699989977,14,656.0
875.0,16,411.0,19.571428571428573,3.417096190742284,16,733.0,0.15214111230670505,16,733.0
880.0,12,354.0,15.391304347826088,4.137311076932606,12,706.0,0.1375189692048752,12,706.0
885.0,13,352.0,14.08,5.450478388728401,13,655.0,0.12500166882664301,13,655.0
890.0,14,412.0,16.48,4.467432107069399,14,715.0,0.1544582058750247,14,715.0
895.0,19,493.0,18.96153846153846,3.625156093828162,19,796.0,0.07185657575813052,19,796.0
900.0,18,566.0,21.76923076923077,3.226075460932773,18,850.0,0.12841410647339202,18,850.0
905.0,17,644.0,23.0,4.153892634519787,17,891.0,0.05930886002356529,17,891.0
910.0,18,534.0,19.77777777777778,3.5680433565598633,18,849.0,0.010923256619258128,18,849.0
915.0,14,298.0,11.037037037037036,3.9346176177093963,13,789.0,0.07151031359751418,13,789.0
920.0,6,44.0,1.5172413793103448,6.4058392185130675,5,722.0,0.19225298812967714,5,722.0
925.0,10,68.0,2.2666666666666666,7.153746054060968,8,672.0,0.07966883361525211,8,672.0
930.0,13,119.0,4.103448275862069,7.564837980518736,12,721.0,0.06479027261884143,12,721.0
935.0,15,192.0,7.68,5.240717042526012,14,789.0,0.11886127594726012,14,789.0
940.0,15,241.0,10.478260869565217,4.165547381100267,15,863.0,0.1532231933241076,15,863.0
945.0,11,179.0,7.782608695652174,4.84433644180273,11,752.0,0.1518584434917957,11,752.0
950.0,9,111.0,5.045454545454546,3.9234340354352493,9,779.0,0.04085506897734307,9,779.0
955.0,4,20.0,0.9523809523809523,5.143407472628003,4,754.0,0.1518186594344237,4,754.0
960.0,9,57.0,2.590909090909091,6.6157921685193,8,769.0,0.24758819344183722,8,769.0
965.0,10,58.0,2.761904761904762,4.562848939199175,10,678.0,0.14010852763196208,10,678.0
970.0,10,51.0,2.4285714285714284,4.0634423954042225,10,726.0,0.07520815635356559,10,726.0
975.0,8,48.0,2.526315789473684,3.4671530554492165,8,751.0,0.08537200496564648,8,751.0
980.0,11,95.0,5.0,3.4238543486499906,11,798.0,0.046311580727268487,11,798.0
985.0,14,159.0,8.368421052631579,3.3774608391809275,14,862.0,0.00019329318877132906,14,862.0
990.0,8,94.0,4.947368421052632,4.496518034329841,8,733.0,0.1097892921719819,8,733.0
995.0,4,55.0,2.75,8.682270788641409,4,485.0,0.3028096909039176,4,485.0
1000.0,1,2.0,0.1,8.591500481901292,1,389.0,0.3057404715031765,1,389.0
1005.0,3,16.0,0.9411764705882353,4.717753134298365,3,308.0,0.16794973929208398,3,308.0
1010.0,6,32.0,1.6,4.66114192656856,6,326.0,0.10263114314871345,6,326.0
1015.0,10,73.0,3.4761904761904763,4.044468929735168,10,366.0,0.009749423325622958,10,366.0
1020.0,13,133.0,7.0,3.704297653992439,13,426.0,0.0005429623051580671,13,426.0
1025.0,9,97.0,5.388888888888889,4.288345827325416,9,354.0,0.21715602777385348,9,354.0
1030.0,6,56.0,2.9473684210526314,5.819774407714141,6,366.0,0.20166472456219212,6,366.0
1035.0,8,48.0,2.4,3.961460861348018,8,397.0,0.13656364532547652,8,397.0
1040.0,9,61.0,2.652173913043478,5.860026324771067,9,411.0,0.05917516085081983,9,411.0
1045.0,11,114.0,4.956521739130435,7.363446956826149,11,464.0,0.14813638821411318,11,464.0
1050.0,11,169.0,8.45,4.631216326732634,11,519.0,0.15526002778815368,11,519.0
1055.0,13,233.0,12.944444444444445,3.700488175770308,13,583.0,0.09772666593026551,13,583.0
1060.0,12,288.0,18.0,2.5277530419749397,12,638.0,0.02082214498103485,12,638.0
1065.0,13,352.0,20.705882352941178,2.5992525171841763,13,702.0,0.10939567221248295,13,702.0
1070.0,12,392.0,21.77777777777778,3.645385493784355,12,742.0,0.07673805139460856,12,742.0
1075.0,12,452.0,22.6,5.894142069379061,12,802.0,0.18777554144077602,12,802.0
1080.0,10,361.0,18.05,4.72612947960399,10,719.0,0.12167962667126345,10,719.0
1085.0,8,212.0,10.6,5.935230627726005,8,539.0,0.055585222595798116,8,539.0
1090.0,6,54.0,3.0,6.045687144887925,6,569.0,0.07196778325291074,6,569.0
1095.0,4,17.0,0.8095238095238095,5.765309543768431,4,481.0,0.12710525914292806,4,481.0
1100.0,1,16.0,0.7272727272727273,6.2913627858146866,1,381.0,0.15351959398058426,1,381.0
1105.0,4,32.0,1.5238095238095237,5.648562105841398,4,396.0,0.13827741910802194,4,396.0
1110.0,5,39.0,1.8571428571428572,5.922053918180168,5,351.0,0.14825119434604825,5,351.0
1115.0,3,42.0,1.826086956521739,7.206936486265511,3,294.0,0.291426446799162,3,294.0
1120.0,4,24.0,1.0,6.066817642444026,4,276.0,0.236546299142448,4,276.0
1125.0,9,61.0,2.652173913043478,4.448668931297441,9,313.0,0.09410076396388421,9,313.0
1130.0,12,89.0,4.45,3.30039181833378,12,355.0,0.06035254874769609,12,355.0
1135.0,12,149.0,6.478260869565218,5.940317757042709,12,411.0,0.039165115031660994,12,411.0
1140.0,13,210.0,9.545454545454545,5.421128653235059,13,472.0,0.09040134477193788,13,472.0
1145.0,7,142.0,7.1,4.614623250316419,7,389.0,0.19391320125567274,7,389.0
1150.0,3,44.0,2.2,5.969827290227303,3,314.0,0.11143220553401204,3,314.0
1155.0,6,20.0,1.0,6.911546370788902,6,334.0,0.15560074626858697,6,334.0
1160.0,7,39.0,1.8571428571428572,7.566212832993568,7,358.0,0.11626564249915929,7,358.0
1165.0,8,79.0,3.590909090909091,8.507674845694519,8,393.0,0.2495325655114425,8,393.0
1170.0,10,123.0,7.235294117647059,4.4624092444555306,9,436.0,0.08665973085201928,9,436.0
1175.0,11,176.0,10.352941176470589,4.351567645247286,11,491.0,0.17396558827351233,11,491.0
1180.0,12,233.0,13.705882352941176,4.483561545503492,12,548.0,0.2224490991202388,12,548.0
1185.0,11,278.0,16.352941176470587,3.7485386537728242,11,593.0,0.127555381668658,11,593.0
1190.0,14,339.0,19.941176470588236,2.4760198809569345,14,654.0,0.06201119065558736,14,654.0
1195.0,11,278.0,14.631578947368421,3.780795725162735,11,586.0,0.07160921008010833,11,586.0
1200.0,7,122.0,6.1,4.7280369738306165,7,443.0,0.09794041975408954,7,443.0
1205.0,7,96.0,4.571428571428571,5.705715989829913,7,473.0,0.1657579906642532,7,473.0
1210.0,10,137.0,7.2105263157894735,5.330155439542629,10,495.0,0.10058226252583699,10,495.0
1215.0,12,129.0,6.45,3.5664307026377906,11,521.0,0.01744854708332745,11,521.0
1220.0,13,192.0,9.6,3.427064665261649,13,585.0,0.12478041985492223,13,585.0
1225.0,10,195.0,9.75,4.359999991939835,10,557.0,0.11860885010271935,10,557.0
1230.0,7,167.0,8.35,5.66247926968032,7,431.0,0.061809402601110126,7,431.0
1235.0,2,4.0,0.21052631578947367,7.551518180824192,2,309.0,0.2930948306824337,2,309.0
1240.0,4,22.0,1.1,9.884398046824915,4,269.0,0.46911006776786746,4,269.0
1245.0,2,10.0,0.5555555555555556,8.391567258766564,2,195.0,0.2674518558182218,2,195.0
1250.0,4,13.0,0.8666666666666667,6.765947735572421,4,209.0,0.18963552605451983,4,209.0
1255.0,9,51.0,3.4,4.3499956489388385,9,247.0,0.11505900245661033,9,247.0
1260.0,11,103.0,6.0588235294117645,4.213237155408045,11,299.0,0.08067234010594242,11,299.0
1265.0,11,158.0,8.31578947368421,5.055101097829019,11,354.0,0.12806637325885864,11,354.0
1270.0,8,126.0,7.875,2.8643156169672626,8,360.0,0.09886809978848338,8,360.0
1275.0,9,170.0,10.0,5.940566468226233,9,366.0,0.05258233680154113,9,366.0
1280.0,9,215.0,15.357142857142858,5.733804911602432,9,411.0,0.09661093074187038,9,411.0
1285.0,9,260.0,18.571428571428573,4.309493890246403,9,456.0,0.09309572862143035,9,456.0
1290.0,9,305.0,20.333333333333332,4.355754063466455,9,501.0,0.02623665105905082,9,501.0
1295.0,8,301.0,21.5,3.6838718901401495,8,519.0,0.022021114796760815,8,519.0
1300.0,8,341.0,21.3125,5.019097010292224,8,537.0,0.16133312409845435,8,537.0
1305.0,5,214.0,12.588235294117647,7.398373644865856,5,429.0,0.2909288792204728,5,429.0
1310.0,3,22.0,1.2222222222222223,7.745777135352406,3,444.0,0.33321010500396153,3,444.0
1315.0,9,55.0,2.75,6.484686599021337,9,477.0,0.17279526471517295,9,477.0
1320.0,12,112.0,5.894736842105263,2.7063023242478423,12,534.0,0.11816050187900982,12,534.0
1325.0,13,169.0,8.894736842105264,3.4747377205003325,13,591.0,0.11395336881893758,13,591.0
1330.0,15,239.0,12.578947368421053,2.49576996318703,15,661.0,0.01933306695117958,15,661.0
1335.0,16,316.0,16.63157894736842,1.2544575923195496,16,738.0,0.008665798630434325,16,738.0
1340.0,17,401.0,19.095238095238095,2.93906190176288,17,823.0,0.09110285454341716,17,823.0
1345.0,17,486.0,21.130434782608695,4.045632986545669,17,908.0,0.09658567987704862,17,908.0
1350.0,16,548.0,21.92,4.304219910706288,16,974.0,0.0882598514339367,16,974.0
1355.0,19,636.0,24.46153846153846,3.540690078423145,19,1062.0,0.11470105499494443,19,1062.0
1360.0,12,442.0,17.0,3.5775502490442546,12,943.0,0.09149732673848662,12,943.0
1365.0,13,503.0,19.346153846153847,6.371885853082771,12,924.0,0.0,12,924.0
1370.0,8,272.0,10.461538461538462,6.990212807783133,8,917.0,0.1038243848871635,8,917.0
1375.0,2,2.0,0.07142857142857142,8.402117711642838,2,714.0,0.25665464907421154,2,714.0
1380.0,2,5.0,0.22727272727272727,8.439806337736224,2,559.0,0.2222488038495075,2,559.0
1385.0,4,17.0,0.85,7.928295775708875,4,455.0,0.12623784086100978,4,455.0
1390.0,4,24.0,1.263157894736842,5.550948890632053,4,466.0,0.10955489373992129,4,466.0
1395.0,9,58.0,2.9,7.4220719002306526,9,496.0,0.21060204805472849,9,496.0
1400.0,5,35.0,2.1875,6.368187557128612,5,380.0,0.2807887236197126,5,380.0
1405.0,2,5.0,0.3125,4.472161193719344,2,389.0,0.0961317220787029,2,389.0
1410.0,7,33.0,2.0625,4.6539258643499535,7,417.0,0.06530052277245066,7,417.0
1415.0,8,45.0,2.6470588235294117,5.213301194940922,8,324.0,0.09960397956256285,8,324.0
1420.0,3,42.0,2.8,5.877513860754046,3,152.0,0.1120271396081742,3,152.0
1425.0,6,64.0,4.266666666666667,5.945168690222369,6,175.0,0.17554758825335637,6,175.0
1430.0,6,85.0,5.0,5.651484653748152,6,140.0,0.1113516520832472,6,140.0
1435.0,6,103.0,6.4375,4.244649959196781,6,167.0,0.02568031488762344,6,167.0
1440.0,6,123.0,8.2,3.556471552548621,6,174.0,0.11673894637657195,6,174.0
1445.0,5,141.0,8.8125,5.9675981617422345,5,177.0,0.12830454696303267,5,177.0
1450.0,6,102.0,6.0,5.50128701923029,6,164.0,0.12495002170996244,6,164.0
1455.0,9,138.0,7.666666666666667,5.819360592835871,9,174.0,0.12474511711927583,9,174.0
1460.0,6,138.0,7.666666666666667,6.496421367896864,6,179.0,0.25559529219788785,6,179.0
