step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_1828212480_99165374_stopped,GS_cluster_1828212480_99165374_accumulated_waiting_time,GS_cluster_1828212480_99165374_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
345.0,1,3.0,0.3,14.210000746440187,0,0.0,0.9609186432908261,0,0.0
350.0,0,0.0,0.0,13.577682019026627,0,0.0,0.6670039890993142,0,0.0
355.0,1,2.0,0.3333333333333333,8.502051672151424,1,2.0,0.15713841141490642,1,2.0
360.0,2,10.0,2.5,6.977221163541633,2,10.0,0.21501976455566596,2,10.0
365.0,2,20.0,6.666666666666667,5.9900048868006435,2,20.0,0.32055445315598946,2,20.0
370.0,2,30.0,10.0,1.8249323614604755,2,30.0,0.09766105474532992,2,30.0
375.0,2,40.0,10.0,5.147128509999719,2,40.0,0.0,2,40.0
380.0,2,50.0,16.666666666666668,3.2625022649027087,2,50.0,0.0,2,50.0
385.0,2,60.0,12.0,9.717729793066031,2,60.0,0.3333333333333333,2,60.0
390.0,2,70.0,14.0,6.525943159500471,2,70.0,0.11801996496240218,2,70.0
395.0,2,80.0,13.333333333333334,7.482696951631065,2,80.0,0.33258557464583255,2,80.0
400.0,2,90.0,12.857142857142858,8.358621215160156,2,90.0,0.0,2,90.0
405.0,2,100.0,14.285714285714286,9.928077534992847,2,100.0,0.0,2,100.0
410.0,2,110.0,15.714285714285714,10.845329241327397,2,110.0,0.26531684454335275,2,110.0
415.0,3,122.0,24.4,5.970753781515649,3,122.0,0.0007763263803212518,3,122.0
420.0,3,137.0,27.4,5.191872403809557,3,137.0,0.23561977666090272,3,137.0
425.0,3,152.0,21.714285714285715,5.294817845867357,3,152.0,0.167314296870471,3,152.0
430.0,5,174.0,24.857142857142858,3.983563921713175,5,174.0,3.1479186472254346e-05,5,174.0
435.0,5,199.0,24.875,5.111371068290271,5,199.0,0.2747472947881893,5,199.0
440.0,5,224.0,24.88888888888889,3.4546772288188903,5,224.0,0.12289106589890382,5,224.0
445.0,6,251.0,22.818181818181817,3.953666368886106,6,251.0,0.12904851094186176,6,251.0
450.0,8,288.0,26.181818181818183,3.283837439837473,8,288.0,0.028497248888303753,8,288.0
455.0,9,332.0,30.181818181818183,2.8956161790396564,9,332.0,1.0842919599491952e-06,9,332.0
460.0,9,377.0,34.27272727272727,1.855350473660138,9,377.0,0.10048680362298225,9,377.0
465.0,10,426.0,32.76923076923077,1.981438320562528,10,426.0,0.043769980771918404,10,426.0
470.0,5,306.0,23.53846153846154,3.0967317374584318,5,348.0,0.05461198563450184,5,348.0
475.0,7,335.0,23.928571428571427,6.77307356702918,7,354.0,0.0001786688112030464,7,354.0
480.0,7,370.0,33.63636363636363,6.6450481019339405,7,389.0,0.12274225272307725,7,389.0
485.0,2,24.0,2.0,8.716774067329316,2,118.0,0.2731621947216513,2,118.0
490.0,3,36.0,3.272727272727273,10.654068194019585,3,55.0,0.0005742604203757681,3,55.0
495.0,0,0.0,0.0,10.61549221939614,0,27.0,0.39670819367073556,0,27.0
500.0,0,0.0,0.0,10.524164744907347,0,0.0,0.9488928921135101,0,0.0
505.0,1,4.0,0.5714285714285714,11.400726499550188,0,0.0,1.0,0,0.0
510.0,0,0.0,0.0,12.591562912297428,0,0.0,1.0,0,0.0
515.0,0,0.0,0.0,13.384241064669968,0,0.0,1.0,0,0.0
520.0,0,0.0,0.0,8.36649285826615,0,0.0,1.0,0,0.0
525.0,0,0.0,0.0,14.569592821957585,0,0.0,1.0,0,0.0
530.0,0,0.0,0.0,13.775938569423808,0,0.0,0.993889432837178,0,0.0
535.0,0,0.0,0.0,9.16867747495887,0,0.0,1.0,0,0.0
540.0,0,0.0,0.0,11.994268187457632,0,0.0,0.38051569231737226,0,0.0
545.0,1,3.0,0.75,9.154712426401534,1,3.0,0.3687192033419712,1,3.0
550.0,2,13.0,2.6,9.603139526611054,2,13.0,0.3106074968486128,2,13.0
555.0,2,23.0,4.6,6.592789537387117,2,23.0,0.302461946654326,2,23.0
560.0,3,37.0,7.4,2.5368106973023186,3,37.0,3.9753313610799544e-05,3,37.0
565.0,3,52.0,7.428571428571429,8.431071187764287,3,52.0,0.18031694311375035,3,52.0
570.0,0,0.0,0.0,9.245245800075402,0,12.0,0.7096788528221275,0,12.0
575.0,0,0.0,0.0,14.045397083538676,0,0.0,0.5895223123069089,0,0.0
580.0,0,0.0,0.0,10.895115383361324,0,0.0,0.7293037150899628,0,0.0
585.0,1,5.0,0.625,11.971594717186424,0,0.0,0.962194032024513,0,0.0
590.0,0,0.0,0.0,12.554106289662657,0,0.0,0.8185945456889394,0,0.0
595.0,1,2.0,0.5,6.15420081338768,1,2.0,0.027591995574342765,1,2.0
600.0,0,0.0,0.0,11.03436021169922,0,0.0,1.0,0,0.0
605.0,0,0.0,0.0,10.922083823425165,0,0.0,1.0,0,0.0
610.0,0,0.0,0.0,16.57753127088967,0,0.0,1.0,0,0.0
615.0,0,0.0,0.0,18.519792771055954,0,0.0,0.9857788362986311,0,0.0
620.0,0,0.0,0.0,15.759489219770847,0,0.0,0.8097824854572633,0,0.0
625.0,2,2.0,0.5,9.14531464664421,2,2.0,0.32819057155198633,2,2.0
630.0,0,0.0,0.0,10.699027029157817,0,0.0,0.7029475808541411,0,0.0
635.0,0,0.0,0.0,12.744462213425951,0,0.0,1.0,0,0.0
640.0,0,0.0,0.0,14.452059398401326,0,0.0,0.7739815029662016,0,0.0
645.0,1,2.0,0.6666666666666666,7.747594881424985,1,2.0,0.2987145496934875,1,2.0
650.0,2,10.0,2.5,6.321042801044245,2,10.0,0.2865974487857217,2,10.0
655.0,3,21.0,4.2,7.439116701094268,3,21.0,0.23427453754165903,3,21.0
660.0,2,23.0,4.6,4.1663609793352965,2,23.0,0.25677512111773115,2,23.0
665.0,3,37.0,6.166666666666667,5.225643914985121,3,37.0,0.008630633392938576,3,37.0
670.0,2,20.0,2.857142857142857,7.272700346138945,2,27.0,0.42811234064778014,2,27.0
675.0,2,30.0,4.285714285714286,8.199177799174821,2,30.0,0.07259366787362717,2,30.0
680.0,3,45.0,6.428571428571429,7.466336344838811,3,45.0,0.1947874124246909,3,45.0
685.0,4,62.0,6.888888888888889,7.987558238756455,4,62.0,0.00019191039922460067,4,62.0
690.0,0,0.0,0.0,5.15606838967784,0,28.0,0.2083311014355805,0,28.0
695.0,0,0.0,0.0,12.35288289865571,0,0.0,0.7904711739819158,0,0.0
700.0,1,4.0,0.6666666666666666,11.161539550151586,1,4.0,0.6240218790086073,1,4.0
705.0,1,9.0,1.125,10.947429914201894,1,9.0,0.5113260510119203,1,9.0
710.0,2,15.0,2.142857142857143,10.910951801483764,2,15.0,0.0027170968536553374,2,15.0
715.0,2,25.0,4.166666666666667,8.512476056751616,2,25.0,0.0,2,25.0
720.0,2,35.0,5.833333333333333,7.67666122952208,2,35.0,0.059363313522939075,2,35.0
725.0,3,49.0,9.8,4.654978878424577,3,49.0,4.467443554898253e-06,3,49.0
730.0,0,0.0,0.0,9.874029077499731,0,19.0,0.20921023377571296,0,19.0
735.0,0,0.0,0.0,14.880467298899141,0,0.0,0.9839945217929258,0,0.0
740.0,0,0.0,0.0,13.14434738410688,0,0.0,0.6380794055698507,0,0.0
745.0,1,3.0,0.375,14.862812094799843,1,3.0,0.6535387534231962,1,3.0
750.0,1,8.0,1.3333333333333333,12.537332609219147,1,8.0,0.5504945596544869,1,8.0
755.0,2,14.0,2.3333333333333335,7.884733619559182,2,14.0,0.02192388691333066,2,14.0
760.0,3,28.0,4.0,9.394600257738798,3,28.0,0.37672927582462784,3,28.0
765.0,3,43.0,4.777777777777778,9.298590460386556,3,43.0,0.18387347484987598,3,43.0
770.0,0,0.0,0.0,9.344150648416855,0,18.0,0.38882608770811844,0,18.0
775.0,0,0.0,0.0,10.555614245807991,0,0.0,0.3912593304664009,0,0.0
780.0,2,6.0,0.75,10.757243855157304,2,6.0,0.33279319950506026,2,6.0
785.0,2,16.0,1.7777777777777777,10.54138255807171,2,16.0,0.5030228992697311,2,16.0
790.0,1,13.0,1.4444444444444444,10.631276647805224,1,13.0,0.40283482682167415,1,13.0
795.0,2,21.0,2.625,11.378229736551711,2,21.0,0.2994574392552239,2,21.0
800.0,2,31.0,4.428571428571429,11.071438469035225,2,31.0,0.47992696163016346,2,31.0
805.0,0,0.0,0.0,7.257916286983511,0,0.0,0.02559826631930502,0,0.0
810.0,2,9.0,1.8,10.246278189181472,2,9.0,0.00011777816610446335,2,9.0
815.0,1,10.0,2.5,10.362622429350296,1,10.0,0.0,1,10.0
820.0,1,15.0,3.75,8.521620836414293,1,15.0,0.4908712824981242,1,15.0
825.0,1,20.0,4.0,11.47695779323997,1,20.0,0.4869211336145791,1,20.0
830.0,2,26.0,5.2,6.004272033657481,2,26.0,0.12041508428807363,2,26.0
835.0,2,33.0,6.6,4.922910027315622,2,33.0,0.00010264402875402018,2,33.0
840.0,2,43.0,10.75,6.764915605880702,2,43.0,0.0,2,43.0
845.0,2,53.0,13.25,4.490536312792265,2,53.0,0.29008487535918365,2,53.0
850.0,3,65.0,13.0,5.7726741437740525,3,65.0,0.2137814725263833,3,65.0
855.0,1,7.0,1.75,3.4335286282156283,1,7.0,0.0056907749123423475,1,7.0
860.0,2,17.0,3.4,9.749794855553862,2,17.0,0.0,2,17.0
865.0,1,10.0,1.6666666666666667,11.251934499706726,1,10.0,0.7286176032599623,1,10.0
870.0,1,15.0,2.5,9.42385830955888,1,15.0,0.37918333308131613,1,15.0
875.0,1,3.0,0.6,5.894792579016477,1,3.0,0.006002150106089002,1,3.0
880.0,2,12.0,2.0,10.465737033605578,2,12.0,6.015205246779257e-06,2,12.0
885.0,2,22.0,3.142857142857143,11.19568031628516,2,22.0,0.3150884162216886,2,22.0
890.0,2,32.0,4.0,11.010884892533845,2,32.0,0.1339370896462301,2,32.0
895.0,2,42.0,8.4,5.249175584747308,2,42.0,0.2439342820033933,2,42.0
900.0,3,57.0,9.5,3.9296883685453814,3,57.0,0.13681394598987254,3,57.0
905.0,3,72.0,10.285714285714286,6.6497660926979565,3,72.0,0.3965302414474138,3,72.0
910.0,3,87.0,10.875,7.809096103424832,3,87.0,0.2131013979903052,3,87.0
915.0,4,107.0,13.375,5.522591116841421,4,107.0,0.005881150662881262,4,107.0
920.0,0,0.0,0.0,6.742679109254569,0,33.0,0.11657907917109633,0,33.0
925.0,0,0.0,0.0,12.965292724779475,0,0.0,1.0,0,0.0
930.0,0,0.0,0.0,13.26013281002848,0,0.0,0.5509400826335976,0,0.0
935.0,1,2.0,0.5,8.364598972109537,1,2.0,0.00035155489534705243,1,2.0
940.0,1,7.0,1.75,8.407801231161155,1,7.0,0.0,1,7.0
945.0,1,12.0,3.0,9.785607651881646,1,12.0,0.5062793522096557,1,12.0
950.0,1,17.0,3.4,11.591767487585248,1,17.0,0.7137858561995923,1,17.0
955.0,1,22.0,3.6666666666666665,7.5215623561669425,1,22.0,0.31110943185815876,1,22.0
960.0,2,9.0,1.8,1.9974828208130941,2,9.0,0.0029965160007583706,2,9.0
965.0,3,24.0,4.0,8.493085474964234,3,24.0,0.25,3,24.0
970.0,2,29.0,4.142857142857143,8.363071132691791,2,29.0,0.0881096957423615,2,29.0
975.0,3,43.0,6.142857142857143,7.462018743888274,3,43.0,1.037473430997653e-05,3,43.0
980.0,3,58.0,9.666666666666666,4.982821857734774,3,58.0,0.23837388435033197,3,58.0
985.0,3,73.0,10.428571428571429,5.921571747103749,3,73.0,0.18973165717217566,3,73.0
990.0,4,93.0,11.625,4.952112871002657,4,93.0,0.2550434738155088,4,93.0
995.0,4,113.0,16.142857142857142,6.345317868325613,4,113.0,0.2725734874317548,4,113.0
1000.0,4,133.0,19.0,6.362624499457759,4,133.0,0.3122341072063357,4,133.0
1005.0,2,54.0,9.0,2.7830868028401206,2,54.0,0.0266037590248873,2,54.0
1010.0,3,68.0,9.714285714285714,8.278636710129996,3,68.0,2.4180335689860757e-06,3,68.0
1015.0,3,83.0,13.833333333333334,6.174047688241001,3,83.0,0.08931713482508462,3,83.0
1020.0,4,101.0,20.2,0.9605994165359449,4,101.0,3.600074619425849e-05,4,101.0
1025.0,4,121.0,20.166666666666668,3.60583235410447,4,121.0,0.1815819158233342,4,121.0
1030.0,5,144.0,24.0,2.7906235971608027,5,144.0,0.16166236071218346,5,144.0
1035.0,0,0.0,0.0,4.041253537940534,0,71.0,0.17653738348500314,0,71.0
1040.0,3,6.0,1.0,6.833110796890733,3,61.0,0.0009313667904032945,3,61.0
1045.0,3,21.0,2.625,9.615441108942061,3,76.0,0.0,3,76.0
1050.0,1,13.0,1.625,8.131340285387648,1,29.0,0.08699237652696927,1,29.0
1055.0,3,25.0,3.125,6.11304520356134,2,38.0,0.3124725614525324,2,38.0
1060.0,1,23.0,2.875,7.738493549214125,1,23.0,0.5112592102458108,1,23.0
1065.0,1,28.0,3.111111111111111,11.608363862307316,1,28.0,0.45362719870222995,1,28.0
1070.0,0,0.0,0.0,10.775621159935687,0,0.0,0.43544998859334555,0,0.0
1075.0,0,0.0,0.0,14.363339466702412,0,0.0,0.9442745018235029,0,0.0
1080.0,0,0.0,0.0,11.99183367237278,0,0.0,0.5087700755515487,0,0.0
1085.0,1,4.0,0.8,10.446602651512984,1,4.0,0.46909851107390754,1,4.0
1090.0,1,9.0,1.8,5.476608710221557,1,9.0,0.08367508801029151,1,9.0
1095.0,3,22.0,4.4,6.995519360992215,3,22.0,0.2412659133984816,3,22.0
1100.0,3,37.0,7.4,6.312183470867476,3,37.0,0.15815857582739892,3,37.0
1105.0,4,54.0,7.714285714285714,6.831024956389164,4,54.0,0.30484244038419206,4,54.0
1110.0,4,74.0,9.25,5.1404532828144225,4,74.0,0.1717063472152001,4,74.0
1115.0,1,4.0,0.4444444444444444,7.389305080224986,1,36.0,0.3571151054452948,1,36.0
1120.0,3,8.0,1.0,6.11097078814017,3,44.0,0.17959733643409634,3,44.0
1125.0,5,29.0,3.2222222222222223,5.650142153998674,5,65.0,0.1455805379069968,5,65.0
1130.0,6,58.0,6.444444444444445,2.8779102103673164,6,94.0,0.01653094461403278,6,94.0
1135.0,7,93.0,10.333333333333334,2.8866627464760235,7,129.0,0.0,7,129.0
1140.0,5,90.0,11.25,2.086035926039089,5,126.0,0.0,5,126.0
1145.0,5,115.0,11.5,7.522707453122112,5,151.0,0.13469099816676947,5,151.0
1150.0,5,140.0,14.0,6.761672227784561,5,176.0,0.2735140883836948,5,176.0
1155.0,5,165.0,16.5,4.705151029476883,5,201.0,0.012384718504827029,5,201.0
1160.0,5,190.0,23.75,5.105704818881753,5,226.0,0.0,5,226.0
1165.0,5,215.0,23.88888888888889,6.980651205603076,5,251.0,0.0,5,251.0
1170.0,5,240.0,26.666666666666668,5.695095034036866,5,276.0,0.11346920637921175,5,276.0
1175.0,3,99.0,9.9,5.733416364286872,3,221.0,0.1703202034731659,3,221.0
1180.0,0,0.0,0.0,10.308396407615346,0,102.0,0.44011421976879894,0,102.0
1185.0,1,1.0,0.09090909090909091,11.056874411743834,1,51.0,0.4211634270544051,1,51.0
1190.0,4,17.0,1.4166666666666667,9.179727277349686,4,67.0,0.41098770872166757,4,67.0
1195.0,5,39.0,3.0,7.484811138160939,5,89.0,0.0017568440055677611,5,89.0
1200.0,6,69.0,6.9,5.487688227593909,6,119.0,1.1738118182094545e-05,6,119.0
1205.0,6,99.0,9.9,6.761735573918247,6,149.0,0.2084923647512102,6,149.0
1210.0,6,129.0,11.727272727272727,6.238154286716176,6,179.0,0.24009199964356004,6,179.0
1215.0,5,130.0,11.818181818181818,3.414331162837683,5,180.0,0.158780874940457,5,180.0
1220.0,6,157.0,13.083333333333334,7.8998427620506995,6,207.0,0.1340224461086497,6,207.0
1225.0,6,187.0,14.384615384615385,7.239619406094538,6,237.0,0.07008075806281838,6,237.0
1230.0,7,219.0,16.846153846153847,5.964076231127924,7,269.0,0.0001689124493787664,7,269.0
1235.0,6,247.0,22.454545454545453,4.502985183134126,6,297.0,0.13477845721431592,6,297.0
1240.0,7,278.0,30.88888888888889,3.4232026520276686,7,328.0,0.11974696277934811,7,328.0
1245.0,7,313.0,31.3,4.217927041784394,7,363.0,0.10039178130911516,7,363.0
1250.0,7,348.0,31.636363636363637,2.4422067280738875,7,398.0,0.09578372519629108,7,398.0
1255.0,9,390.0,32.5,3.6966853536277173,9,440.0,0.21615397383071297,9,440.0
1260.0,8,425.0,32.69230769230769,5.117629559583039,8,475.0,0.28981970804592444,8,475.0
1265.0,9,467.0,31.133333333333333,5.240429721128004,9,517.0,0.0001392478594296129,9,517.0
1270.0,9,512.0,34.13333333333333,4.824246416149563,9,562.0,0.0,9,562.0
1275.0,9,557.0,42.84615384615385,4.039486820078382,9,607.0,0.05537263873352029,9,607.0
1280.0,9,602.0,60.2,1.951104840576384,9,652.0,0.09652560341716829,9,652.0
1285.0,9,647.0,53.916666666666664,2.882298409572448,9,697.0,0.17907883143295455,9,697.0
1290.0,10,695.0,53.46153846153846,1.7469224371957977,10,745.0,0.012604435369654861,10,745.0
1295.0,11,749.0,57.61538461538461,1.7989160725297415,11,799.0,7.661412978041768e-07,11,799.0
1300.0,11,804.0,61.84615384615385,1.7150553527842345,11,854.0,0.04352557595272389,11,854.0
1305.0,3,122.0,8.133333333333333,5.762680335883007,3,535.0,0.30915210581455127,3,535.0
1310.0,0,0.0,0.0,9.113810360543187,0,239.0,0.37891219403662324,0,239.0
1315.0,4,12.0,0.8,9.3768031854658,4,209.0,0.3604604192326224,4,209.0
1320.0,4,28.0,1.8666666666666667,9.209752041009953,4,225.0,0.21603934054047222,4,225.0
1325.0,4,48.0,4.363636363636363,9.135509355054124,4,245.0,0.16497073164523066,4,245.0
1330.0,1,14.0,2.3333333333333335,4.144918163250588,1,127.0,0.07876164647790113,1,127.0
1335.0,0,0.0,0.0,9.0449037631548,0,14.0,0.2649817639071248,0,14.0
1340.0,2,6.0,1.0,9.67857626352526,2,20.0,0.327455389452427,2,20.0
1345.0,2,16.0,2.2857142857142856,7.812598725642269,2,30.0,0.17607242562335768,2,30.0
1350.0,4,31.0,3.875,6.821258733779441,4,45.0,0.18077222609065027,4,45.0
1355.0,3,44.0,6.285714285714286,5.644297479167676,3,58.0,0.0073767317398790435,3,58.0
1360.0,4,64.0,10.666666666666666,5.768904590523708,4,78.0,1.8002424436277698e-06,4,78.0
1365.0,4,84.0,12.0,7.2505213113095675,4,98.0,0.3124554876750163,4,98.0
1370.0,4,104.0,14.857142857142858,5.456579035900996,4,118.0,0.3021037436042392,4,118.0
1375.0,5,126.0,18.0,4.234341285195533,5,140.0,0.16482285592005572,5,140.0
1380.0,5,151.0,21.571428571428573,3.9283352975703942,5,165.0,0.08450319608926736,5,165.0
1385.0,6,178.0,25.428571428571427,1.1710452833661595,6,192.0,0.00014793275524922937,6,192.0
1390.0,6,208.0,26.0,3.886950463383277,6,222.0,0.12265403481568285,6,222.0
1395.0,4,204.0,29.142857142857142,1.5548666035726781,4,218.0,0.003938110365643509,4,218.0
1400.0,5,229.0,28.625,4.957359326776424,5,243.0,0.15880151312141216,5,243.0
1405.0,3,61.0,8.714285714285714,3.487280586556356,3,183.0,0.04110445028037363,3,183.0
1410.0,1,6.0,0.75,9.980439172587932,1,67.0,0.21706787062261,1,67.0
1415.0,1,11.0,1.375,10.60908768578674,1,11.0,0.255143948960467,1,11.0
1420.0,2,20.0,2.2222222222222223,10.755185755877083,2,20.0,0.46005360947700935,2,20.0
1425.0,3,31.0,3.4444444444444446,8.325057211616395,3,31.0,0.23641165011433554,3,31.0
1430.0,3,46.0,6.571428571428571,9.085948781333398,3,46.0,0.24080756350059737,3,46.0
1435.0,3,61.0,12.2,3.2940107192408363,3,61.0,0.022573906040865555,3,61.0
1440.0,4,79.0,13.166666666666666,2.4139793877932965,4,79.0,0.16782218877988697,4,79.0
1445.0,6,104.0,13.0,3.826552204677566,6,104.0,0.07222884764135395,6,104.0
1450.0,7,137.0,15.222222222222221,3.9303453635284544,7,137.0,0.1214962080384017,7,137.0
1455.0,8,173.0,17.3,3.755398916366606,8,173.0,0.17796900050184822,8,173.0
1460.0,9,214.0,21.4,0.607584091067775,9,214.0,0.029996958667458114,9,214.0
1465.0,10,262.0,23.818181818181817,1.314936960252707,10,262.0,5.078253200084458e-05,10,262.0
1470.0,10,312.0,26.0,2.541900465784067,10,312.0,0.07122340091599794,10,312.0
1475.0,9,349.0,29.083333333333332,2.0157079810354035,9,349.0,0.0018554798153670338,9,349.0
1480.0,10,398.0,33.166666666666664,2.061707912822229,10,398.0,0.036501325021069245,10,398.0
1485.0,3,42.0,3.230769230769231,3.5579037564452496,3,244.0,0.09107890252307461,3,244.0
1490.0,0,0.0,0.0,9.546768867747744,0,68.0,0.3116326807310285,0,68.0
1495.0,4,13.0,1.0833333333333333,9.125172755427469,4,81.0,0.19501965212492364,4,81.0
1500.0,5,37.0,3.0833333333333335,6.923295390049328,5,105.0,0.12340039975898358,5,105.0
1505.0,6,67.0,5.583333333333333,6.6271045110293025,6,135.0,0.18122909145552502,6,135.0
1510.0,7,99.0,9.9,1.4049488638748375,7,167.0,0.049327790674595015,7,167.0
