step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,cluster_2888269153_95968367_stopped,cluster_2888269153_95968367_accumulated_waiting_time,cluster_2888269153_95968367_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
615.0,16,375.0,12.096774193548388,5.355994638814922,14,861.0,0.08362460053257073,14,861.0
620.0,14,439.0,15.137931034482758,5.20700813420097,12,919.0,0.060024376290113104,12,919.0
625.0,17,518.0,17.862068965517242,5.334976769438963,14,985.0,0.06296465438617202,14,985.0
630.0,15,582.0,20.06896551724138,4.972433868729481,14,1055.0,0.0638225963640921,14,1055.0
635.0,16,661.0,22.033333333333335,5.9350869082734885,14,1140.0,0.07662304336118819,14,1140.0
640.0,19,749.0,24.966666666666665,4.226982833884838,16,1199.0,0.05075294766188068,16,1199.0
645.0,9,212.0,6.424242424242424,5.523172583387082,4,778.0,0.15833886507247671,4,778.0
650.0,4,23.0,0.6764705882352942,8.25212456282343,4,331.0,0.24320333239785574,4,331.0
655.0,3,5.0,0.15151515151515152,8.753704550272676,2,331.0,0.15594608293065357,2,331.0
660.0,6,29.0,0.9354838709677419,10.063098085672216,5,332.0,0.3417996978613788,5,332.0
665.0,6,55.0,1.896551724137931,9.053086910090808,4,349.0,0.20088854771261136,4,349.0
670.0,7,83.0,2.6774193548387095,8.094501774374443,6,379.0,0.17987851614550798,6,379.0
675.0,6,105.0,4.038461538461538,7.974700794490109,5,396.0,0.1627380508868753,5,396.0
680.0,6,135.0,5.869565217391305,8.061337598201824,5,425.0,0.21964531897070036,5,425.0
685.0,7,137.0,5.708333333333333,7.083251705647522,7,454.0,8.958010635150117e-05,7,454.0
690.0,8,173.0,8.65,7.4096651342691615,7,484.0,0.11788824805299447,7,484.0
695.0,7,207.0,10.35,5.9537690464287,7,519.0,0.09100245096625444,7,519.0
700.0,2,58.0,2.9,7.661684587438101,2,388.0,0.2065767657339891,2,388.0
705.0,2,23.0,1.0,9.53682569820155,2,71.0,0.3759421096301474,2,71.0
710.0,5,10.0,0.4,8.757098755313168,2,54.0,0.24562910359040147,2,54.0
715.0,7,44.0,1.6296296296296295,8.3500555089075,3,71.0,0.20696184975841384,3,71.0
720.0,4,40.0,1.4285714285714286,8.039959449616104,4,92.0,0.17542551942586987,4,92.0
725.0,6,68.0,2.8333333333333335,7.346773773628105,5,115.0,0.03555503385987445,5,115.0
730.0,6,91.0,3.7916666666666665,8.234661739476412,5,140.0,0.0,5,140.0
735.0,5,113.0,4.708333333333333,9.424979438772914,5,176.0,0.1424547066705041,5,176.0
740.0,5,138.0,5.3076923076923075,9.958524318930436,5,197.0,0.18657107397104353,5,197.0
745.0,6,166.0,6.64,8.31398193992159,6,225.0,0.12952924305859653,6,225.0
750.0,8,206.0,7.923076923076923,5.7643853326952685,8,267.0,0.11640662606495912,8,267.0
755.0,12,256.0,9.481481481481481,5.386473047194106,11,316.0,0.12334665411780292,11,316.0
760.0,13,319.0,12.76,4.668722590136952,12,373.0,0.0220443432017905,12,373.0
765.0,15,393.0,15.115384615384615,4.588450527932795,14,441.0,0.014070009905510682,14,441.0
770.0,7,141.0,5.222222222222222,5.263167381964511,7,313.0,0.1430965157770233,7,313.0
775.0,6,113.0,4.346153846153846,8.208185238349603,6,171.0,0.2019945748767886,6,171.0
780.0,8,121.0,4.481481481481482,8.492332409711057,8,194.0,0.06212197186021554,8,194.0
785.0,10,168.0,5.6,8.79338013019223,9,239.0,0.07217416480052029,9,239.0
790.0,11,220.0,7.333333333333333,6.276756730354786,9,305.0,0.18920794999717283,9,305.0
795.0,14,266.0,9.5,5.3680676757910275,14,360.0,0.0015581721387498402,14,360.0
800.0,12,315.0,12.115384615384615,5.600333153142805,12,417.0,0.01199328301724052,12,417.0
805.0,13,380.0,13.571428571428571,6.287391443435846,13,490.0,0.1519540941902789,13,490.0
810.0,14,446.0,15.379310344827585,5.530861393081117,14,553.0,0.06701072735489022,14,553.0
815.0,16,522.0,17.4,4.401294643970419,15,628.0,0.05598790712631747,15,628.0
820.0,19,609.0,20.3,2.9815260257565024,18,713.0,0.0030033218006354384,18,713.0
825.0,11,499.0,15.121212121212121,5.538865613317518,11,620.0,0.10973817276904511,11,620.0
830.0,13,561.0,17.53125,6.162501592968132,13,601.0,0.07678643341257071,13,601.0
835.0,15,630.0,19.09090909090909,7.148534840259916,14,668.0,0.08294161574335136,14,668.0
840.0,18,709.0,20.852941176470587,5.181112792512893,16,741.0,0.05563579217931452,16,741.0
845.0,20,809.0,25.28125,3.510424192802728,18,831.0,0.042270735711483966,18,831.0
850.0,7,124.0,4.0,5.889339250973174,7,397.0,0.13127238339830152,7,397.0
855.0,9,152.0,5.62962962962963,7.350617051147594,7,156.0,0.14588178764794404,7,156.0
860.0,8,172.0,6.37037037037037,7.8157640092174905,6,172.0,0.09336061442149507,6,172.0
865.0,7,188.0,6.266666666666667,9.432271759905994,7,205.0,0.1230151415223583,7,205.0
870.0,4,82.0,2.8275862068965516,8.990419303573766,4,183.0,0.19205947675384172,4,183.0
875.0,2,18.0,0.6,8.439273251616417,2,118.0,0.13341250044976302,2,118.0
880.0,3,27.0,0.8709677419354839,8.465050043308457,3,128.0,0.17827500819285613,3,128.0
885.0,5,49.0,1.6896551724137931,8.886740057620429,5,149.0,0.2375163149369033,5,149.0
890.0,6,49.0,1.6333333333333333,9.205012415138127,6,139.0,0.16277122019460308,6,139.0
895.0,10,92.0,3.1724137931034484,8.2604466103494,9,179.0,0.04473027119796111,9,179.0
900.0,12,149.0,5.137931034482759,7.03427367382576,11,231.0,0.07431175205788097,11,231.0
905.0,8,116.0,4.296296296296297,5.821146797219835,8,225.0,0.06837296567315113,8,225.0
910.0,4,53.0,2.0384615384615383,7.550500436388002,4,163.0,0.16720783420999985,4,163.0
915.0,6,79.0,3.4347826086956523,8.349911694471608,6,129.0,0.09940792153059844,6,129.0
920.0,6,109.0,4.541666666666667,7.021778696817585,6,132.0,0.2092934274669063,6,132.0
925.0,8,129.0,5.16,7.042423542470305,7,140.0,0.09432554163786994,7,140.0
930.0,10,174.0,7.565217391304348,6.997893012153392,9,180.0,0.0006698336185078264,9,180.0
935.0,8,170.0,7.083333333333333,8.190620399274145,8,183.0,0.03230878111345159,8,183.0
940.0,9,212.0,8.153846153846153,7.81924240512666,9,225.0,0.016678773747485907,9,225.0
945.0,10,260.0,9.285714285714286,8.03175802008869,10,273.0,0.14399222804552403,10,273.0
950.0,10,310.0,10.689655172413794,6.742281504241875,10,333.0,0.058444406182109325,10,333.0
955.0,7,128.0,4.413793103448276,8.574772186884902,6,221.0,0.12817112967636937,6,221.0
960.0,7,156.0,5.777777777777778,7.8342207871012155,7,179.0,0.10957315155505189,7,179.0
965.0,8,194.0,7.185185185185185,8.778084531348608,8,217.0,0.22082697671384757,8,217.0
970.0,8,234.0,8.357142857142858,8.125842137900019,8,263.0,0.15136840346536168,8,263.0
975.0,7,261.0,9.666666666666666,8.592332045844413,7,290.0,0.0860390903368,7,290.0
980.0,8,301.0,11.148148148148149,9.158654426075929,7,321.0,0.21516478641093217,7,321.0
985.0,9,335.0,11.964285714285714,7.421310625006647,8,359.0,0.18667923720887208,8,359.0
990.0,7,366.0,14.076923076923077,6.9844860790052685,7,389.0,0.1635228869271999,7,389.0
995.0,9,406.0,16.916666666666668,7.102872630970701,8,426.0,0.19256761971549902,8,426.0
1000.0,5,211.0,9.590909090909092,7.832496408028883,5,368.0,0.03145415868048871,5,368.0
1005.0,2,9.0,0.42857142857142855,7.324062195438468,2,234.0,0.22942767799405722,2,234.0
1010.0,2,4.0,0.19047619047619047,8.480242758647623,2,234.0,0.20713434437030256,2,234.0
1015.0,5,24.0,1.1428571428571428,6.958634403908434,5,249.0,0.15909657406787397,5,249.0
1020.0,7,57.0,2.590909090909091,8.723992668904698,7,282.0,0.09071922333365787,7,282.0
1025.0,5,66.0,3.473684210526316,7.012880430309539,5,294.0,0.2517321697769874,5,294.0
1030.0,7,97.0,5.388888888888889,6.880276921069305,7,322.0,3.3365304946181753e-06,7,322.0
1035.0,5,61.0,3.05,7.896877225157215,4,266.0,0.17377812078724228,4,266.0
1040.0,2,26.0,1.1818181818181819,8.572510537457545,2,113.0,0.24069436579386136,2,113.0
1045.0,4,43.0,2.388888888888889,8.771299891892435,4,130.0,0.21306962852000128,4,130.0
1050.0,6,72.0,4.235294117647059,6.661088348039698,6,159.0,0.2666990392852942,6,159.0
1055.0,6,84.0,4.666666666666667,6.269897534030611,6,171.0,0.06203267618185365,6,171.0
1060.0,7,117.0,5.85,7.53071688342289,7,204.0,1.3242536275845365e-05,7,204.0
1065.0,7,152.0,6.608695652173913,8.804801137031637,7,239.0,0.032424552473072424,7,239.0
1070.0,8,188.0,8.173913043478262,8.28662957776711,8,275.0,0.1559819143039811,8,275.0
1075.0,8,228.0,9.91304347826087,6.194842763985927,8,315.0,0.0619790446811372,8,315.0
1080.0,9,273.0,11.375,8.198703083783792,9,360.0,0.09896090560035524,9,360.0
1085.0,4,125.0,5.208333333333333,8.142777509706283,4,267.0,0.3162474574403402,4,267.0
1090.0,6,150.0,6.0,7.758844247391633,6,237.0,0.10747081410797463,6,237.0
1095.0,5,33.0,1.32,8.555242746824836,4,142.0,0.035599725046582605,4,142.0
1100.0,3,27.0,1.173913043478261,10.000513845891977,2,43.0,0.1386425656212897,2,43.0
1105.0,2,15.0,0.6,8.282380129659167,1,23.0,0.16781848857617113,1,23.0
1110.0,3,28.0,1.2173913043478262,9.29234459018799,2,31.0,0.21274659934687054,2,31.0
1115.0,4,47.0,1.8076923076923077,10.037306153186304,3,45.0,0.20458665480006274,3,45.0
1120.0,5,46.0,1.7692307692307692,8.194956671645969,4,30.0,0.08576167229728103,4,30.0
1125.0,6,74.0,2.8461538461538463,8.075190998865269,5,42.0,0.27808829492465875,5,42.0
1130.0,7,108.0,4.32,5.861362870586252,6,63.0,0.09786307205523115,6,63.0
1135.0,9,105.0,3.888888888888889,7.459269053127453,7,95.0,0.12533270358027235,7,95.0
1140.0,6,112.0,4.148148148148148,8.1976969099566,5,103.0,0.09559686675163608,5,103.0
1145.0,9,155.0,5.535714285714286,7.717623806669238,7,131.0,0.18243171999178387,7,131.0
1150.0,10,204.0,7.285714285714286,6.461822213421645,8,170.0,0.07562266152898908,8,170.0
1155.0,11,257.0,8.566666666666666,6.626575361679716,8,211.0,0.09670357026241308,8,211.0
1160.0,8,126.0,4.5,5.026629491174256,3,164.0,0.16133199958070563,3,164.0
1165.0,5,62.0,2.0,7.367335125542737,3,109.0,0.20515785503157877,3,109.0
1170.0,5,66.0,2.0625,9.27100492982391,5,130.0,0.3239134251423514,5,130.0
1175.0,8,98.0,2.8823529411764706,9.315663229556437,8,162.0,0.06677220472728738,8,162.0
1180.0,5,46.0,1.4375,8.479640862623897,5,162.0,0.10583528113048105,5,162.0
1185.0,8,76.0,2.303030303030303,7.517033781535158,6,165.0,0.1526089593236451,6,165.0
1190.0,10,120.0,3.75,7.22207206369486,8,173.0,0.02807153298986344,8,173.0
1195.0,11,172.0,5.733333333333333,6.649465314250008,9,215.0,0.17420845187187392,9,215.0
1200.0,14,224.0,7.466666666666667,5.884973853487974,12,267.0,0.07522287653242554,12,267.0
1205.0,10,238.0,7.212121212121212,7.361536757036929,10,305.0,0.08606656838303395,10,305.0
1210.0,14,293.0,9.15625,7.141656558333132,13,366.0,0.19778998909810286,13,366.0
1215.0,15,362.0,11.67741935483871,6.323957256333536,14,445.0,0.15606329500442886,14,445.0
1220.0,16,440.0,14.193548387096774,5.875499073443734,15,512.0,0.02715734169518576,15,512.0
1225.0,16,495.0,15.46875,6.085336729658515,14,574.0,0.05271175440077774,14,574.0
1230.0,18,581.0,17.08823529411765,4.633169597224277,14,630.0,0.1009294354321767,14,630.0
1235.0,11,154.0,4.529411764705882,5.558972846138111,6,365.0,0.08085315074761112,6,365.0
1240.0,7,91.0,2.676470588235294,7.915563164175749,6,170.0,0.314623970477287,6,170.0
1245.0,8,127.0,3.8484848484848486,9.132383182083538,7,149.0,0.15763362703486336,7,149.0
1250.0,10,172.0,5.212121212121212,8.885320587628478,9,206.0,0.2529606298857979,9,206.0
1255.0,14,234.0,7.3125,6.947635220705531,12,249.0,0.07281333629612091,12,249.0
1260.0,18,317.0,11.74074074074074,3.1511607221293674,16,322.0,0.031602585117546204,16,322.0
1265.0,13,214.0,7.379310344827586,4.088434629131798,12,330.0,0.02878060295522582,12,330.0
1270.0,9,191.0,6.366666666666666,7.01481578896359,8,229.0,0.07225270853661081,8,229.0
1275.0,11,203.0,7.25,6.302379579301089,11,274.0,0.1004962667303935,11,274.0
1280.0,14,268.0,8.933333333333334,6.35195421256277,14,339.0,0.036960970764303554,14,339.0
1285.0,7,78.0,2.5161290322580645,8.023108212210307,7,228.0,0.19448333272887952,7,228.0
1290.0,8,114.0,3.8,8.489243636346744,8,182.0,0.0007813976750885093,8,182.0
1295.0,9,158.0,5.266666666666667,7.850101142048247,8,223.0,0.15744230927842118,8,223.0
1300.0,11,203.0,7.25,5.955728601772677,11,272.0,0.09070557863803796,11,272.0
1305.0,10,173.0,5.766666666666667,7.387079351585613,10,263.0,0.134189584361211,10,263.0
1310.0,7,143.0,4.931034482758621,6.565331159703854,6,211.0,0.18409024174909305,6,211.0
1315.0,7,170.0,6.296296296296297,6.998264716239475,7,197.0,0.13286726076798908,7,197.0
1320.0,4,9.0,0.3103448275862069,6.821581187274213,3,95.0,0.17671905804245813,3,95.0
1325.0,6,33.0,1.064516129032258,8.647860420252377,5,51.0,0.210219147568884,5,51.0
1330.0,11,78.0,2.6,7.2567303494327415,9,91.0,0.0778870121351487,9,91.0
1335.0,11,113.0,3.53125,7.1769468829022935,10,137.0,0.16187066715089082,10,137.0
1340.0,12,170.0,5.483870967741935,5.459290360133967,10,187.0,0.10263737738931969,10,187.0
1345.0,12,207.0,6.67741935483871,6.030991957363056,12,233.0,1.630829894782299e-05,12,233.0
1350.0,12,267.0,8.34375,6.310175521545864,12,293.0,0.07079546515527271,12,293.0
1355.0,13,328.0,9.93939393939394,6.84353555242235,12,353.0,0.18491126046804177,12,353.0
1360.0,10,249.0,7.545454545454546,6.378837492966169,9,350.0,0.1499905014324993,9,350.0
1365.0,8,121.0,3.5588235294117645,6.853730544946326,7,297.0,0.07561824554117981,7,297.0
1370.0,7,137.0,4.029411764705882,7.005042622702381,7,336.0,0.18459563702774986,7,336.0
1375.0,12,188.0,5.529411764705882,5.727949824637937,12,406.0,0.10120092852518123,12,406.0
1380.0,16,242.0,7.5625,5.228633870326322,16,445.0,0.14241202401794045,16,445.0
1385.0,17,326.0,10.1875,5.274993432482172,16,525.0,0.03171223316713432,16,525.0
1390.0,10,143.0,4.766666666666667,6.074338032545728,8,391.0,0.12094463771418465,8,391.0
1395.0,10,193.0,6.433333333333334,7.2941181877569905,8,361.0,0.0,8,361.0
1400.0,10,243.0,8.379310344827585,8.851377169431414,8,401.0,0.19108726265680523,8,401.0
1405.0,11,295.0,9.516129032258064,6.97554614328127,9,443.0,0.13162200001240681,9,443.0
1410.0,14,360.0,11.612903225806452,5.84423846782551,12,498.0,0.0021473995609232726,12,498.0
1415.0,15,428.0,13.806451612903226,6.599468639362192,12,556.0,0.16792119172152392,12,556.0
1420.0,14,496.0,17.103448275862068,4.727182897657608,12,618.0,0.1905150515315408,12,618.0
1425.0,14,412.0,13.290322580645162,5.319409658672003,12,587.0,0.13878397713897392,12,587.0
1430.0,13,221.0,7.129032258064516,5.119241973981597,10,455.0,0.1094001637532475,10,455.0
1435.0,5,16.0,0.48484848484848486,5.795292092479444,4,440.0,0.1148983980402999,4,440.0
1440.0,8,49.0,1.4848484848484849,7.273014743747079,7,468.0,0.027926147139803542,7,468.0
1445.0,11,92.0,2.967741935483871,6.447664273665363,11,519.0,0.07377286095890019,11,519.0
1450.0,12,116.0,4.0,5.850467663165657,10,473.0,0.023071404594292605,10,473.0
1455.0,6,102.0,3.2903225806451615,7.742149926594025,5,346.0,0.24143714776775593,5,346.0
1460.0,6,119.0,3.838709677419355,7.403254335013913,6,319.0,0.07259498159125692,6,319.0
1465.0,11,167.0,5.21875,6.854382878239753,11,376.0,0.1229152344629079,11,376.0
1470.0,13,212.0,6.625,5.370829853967586,13,376.0,0.0801718456602913,13,376.0
